kel_layanan,kel_icd,No DC,Nama DC,kode icd,deskripsi icd/Nama Penyakit,RS kompetensi
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17641,"Liver Disorders except Malignancy, Cirrhosis, Hepatitis Alcoholic",K71.6,"Toxic liver disease with hepatitis, not elsewhere classified",Utama
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,10011,Liver Transplant,K71.7,Toxic liver disease with fibrosis and cirrhosis of liver,Utama
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17641,"Liver Disorders except Malignancy, Cirrhosis, Hepatitis Alcoholic",K71.8,Toxic liver disease with other disorders of liver,Utama
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17641,"Liver Disorders except Malignancy, Cirrhosis, Hepatitis Alcoholic",K71.9,"Toxic liver disease, unspecified",Utama
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17641,"Liver Disorders except Malignancy, Cirrhosis, Hepatitis Alcoholic",K73.0,"Chronic persistent hepatitis, not elsewhere classified",Utama
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17641,"Liver Disorders except Malignancy, Cirrhosis, Hepatitis Alcoholic",K73.1,"Chronic lobular hepatitis, not elsewhere classified",Utama
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17641,"Liver Disorders except Malignancy, Cirrhosis, Hepatitis Alcoholic",K73.2,"Chronic active hepatitis, not elsewhere classified",Utama
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17641,"Liver Disorders except Malignancy, Cirrhosis, Hepatitis Alcoholic",K73.8,"Other chronic hepatitis, not elsewhere classified",Utama
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17641,"Liver Disorders except Malignancy, Cirrhosis, Hepatitis Alcoholic",K73.9,"Chronic hepatitis, unspecified",Utama
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17641,"Liver Disorders except Malignancy, Cirrhosis, Hepatitis Alcoholic",K75.0,Abscess of liver,Madya
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17641,"Liver Disorders except Malignancy, Cirrhosis, Hepatitis Alcoholic",K75.1,Phlebitis of portal vein,Utama
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17641,"Liver Disorders except Malignancy, Cirrhosis, Hepatitis Alcoholic",K75.2,Nonspecific reactive hepatitis,Madya
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17641,"Liver Disorders except Malignancy, Cirrhosis, Hepatitis Alcoholic",K75.3,"Granulomatous hepatitis, not elsewhere classified",Utama
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17641,"Liver Disorders except Malignancy, Cirrhosis, Hepatitis Alcoholic",K75.4,Autoimmune hepatitis,Utama
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17641,"Liver Disorders except Malignancy, Cirrhosis, Hepatitis Alcoholic",K75.8,Other specified inflammatory liver diseases,Utama
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17641,"Liver Disorders except Malignancy, Cirrhosis, Hepatitis Alcoholic",K75.9,"Inflammatory liver disease, unspecified",Utama
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17641,"Liver Disorders except Malignancy, Cirrhosis, Hepatitis Alcoholic",K76.0,"Fatty (change of) liver, not elsewhere classified",Madya
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17641,"Liver Disorders except Malignancy, Cirrhosis, Hepatitis Alcoholic",K76.1,Chronic passive congestion of liver,Madya
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17641,"Liver Disorders except Malignancy, Cirrhosis, Hepatitis Alcoholic",K76.2,Central haemorrhagic necrosis of liver,Utama
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17641,"Liver Disorders except Malignancy, Cirrhosis, Hepatitis Alcoholic",K76.3,Infarction of liver,Utama
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17641,"Liver Disorders except Malignancy, Cirrhosis, Hepatitis Alcoholic",K76.4,Peliosis hepatis,Utama
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17641,"Liver Disorders except Malignancy, Cirrhosis, Hepatitis Alcoholic",K76.5,Hepatic veno-occlusive disease,Utama
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17641,"Liver Disorders except Malignancy, Cirrhosis, Hepatitis Alcoholic",K76.8,Other specified diseases of liver,Utama
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17641,"Liver Disorders except Malignancy, Cirrhosis, Hepatitis Alcoholic",K76.9,"Liver disease, unspecified",Utama
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17641,"Liver Disorders except Malignancy, Cirrhosis, Hepatitis Alcoholic",K77.0*,Liver disorders in infectious and parasitic diseases classified elsewhere,Utama
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17641,"Liver Disorders except Malignancy, Cirrhosis, Hepatitis Alcoholic",Q44.6,Cystic disease of liver,Utama
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17641,"Liver Disorders except Malignancy, Cirrhosis, Hepatitis Alcoholic",Q44.7,Other congenital malformations of liver,Utama
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17641,"Liver Disorders except Malignancy, Cirrhosis, Hepatitis Alcoholic",Q44.70,Alagille Syndrome (IM),Utama
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17641,"Liver Disorders except Malignancy, Cirrhosis, Hepatitis Alcoholic",Q44.71,Progressive familial intrahepatic cholestasis (IM),Utama
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17641,"Liver Disorders except Malignancy, Cirrhosis, Hepatitis Alcoholic",Q44.78,Other congenital malformations of liver (IM),Utama
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17641,"Liver Disorders except Malignancy, Cirrhosis, Hepatitis Alcoholic",Q44.79,"Congenital malformations of liver, unspecified (IM)",Utama
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17641,"Liver Disorders except Malignancy, Cirrhosis, Hepatitis Alcoholic",Q45.0,"Agenesis, aplasia and hypoplasia of pancreas",Utama
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17641,"Liver Disorders except Malignancy, Cirrhosis, Hepatitis Alcoholic",Q45.3,Other congenital malformations of pancreas and pancreatic duct,Utama
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17641,"Liver Disorders except Malignancy, Cirrhosis, Hepatitis Alcoholic",R16.0,"Hepatomegaly, not elsewhere classified",Utama
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17641,"Liver Disorders except Malignancy, Cirrhosis, Hepatitis Alcoholic",R16.2,"Hepatomegaly with splenomegaly, not elsewhere classified",Utama
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17641,"Liver Disorders except Malignancy, Cirrhosis, Hepatitis Alcoholic",R18,Ascites,Dasar
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17641,"Liver Disorders except Malignancy, Cirrhosis, Hepatitis Alcoholic",R93.2,Abnormal findings diagnostic imaging of liver and biliary tract,Madya
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17641,"Liver Disorders except Malignancy, Cirrhosis, Hepatitis Alcoholic",R94.5,Abnormal results of liver function studies,Madya
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,10011,Liver Transplant,S36.1,Injury of liver or gallbladder,Madya
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,10011,Liver Transplant,S36.10,"Injury of liver or gallbladder, without open wound into cavity",Madya
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,10011,Liver Transplant,S36.11,"Injury of liver or gallbladder, with open wound into cavity",Madya
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17641,"Liver Disorders except Malignancy, Cirrhosis, Hepatitis Alcoholic",T86.4,Liver transplant failure and rejection,Paripurna
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17641,"Liver Disorders except Malignancy, Cirrhosis, Hepatitis Alcoholic",Z22.5,Carrier of viral hepatitis,Madya
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17641,"Liver Disorders except Malignancy, Cirrhosis, Hepatitis Alcoholic",Z52.6,Liver donor,Paripurna
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17641,"Liver Disorders except Malignancy, Cirrhosis, Hepatitis Alcoholic",Z94.4,Liver transplant status,Paripurna
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17651,Biliary Tract Disorders,K77.8*,Liver disorders in other diseases classified elsewhere,Utama
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17651,Biliary Tract Disorders,K80.0,Calculus of gallbladder with acute cholecystitis,Madya
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17651,Biliary Tract Disorders,K80.1,Calculus of gallbladder with other cholecystitis,Madya
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17651,Biliary Tract Disorders,K80.2,Calculus of gallbladder without cholecystitis,Madya
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17651,Biliary Tract Disorders,K80.3,Calculus of bile duct with cholangitis,Utama
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17651,Biliary Tract Disorders,K80.4,Calculus of bile duct with cholecystitis,Utama
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17651,Biliary Tract Disorders,K80.5,Calculus of bile duct without cholangitis or cholecystitis,Utama
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17651,Biliary Tract Disorders,K80.8,Other cholelithiasis,Madya
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17651,Biliary Tract Disorders,K81.0,Acute cholecystitis,Madya
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17651,Biliary Tract Disorders,K81.1,Chronic cholecystitis,Utama
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17651,Biliary Tract Disorders,K81.8,Other cholecystitis,Utama
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17651,Biliary Tract Disorders,K81.9,"Cholecystitis, unspecified",Utama
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17651,Biliary Tract Disorders,K82.0,Obstruction of gallbladder,Utama
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17651,Biliary Tract Disorders,K82.1,Hydrops of gallbladder,Utama
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17651,Biliary Tract Disorders,K82.2,Perforation of gallbladder,Utama
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17651,Biliary Tract Disorders,K82.3,Fistula of gallbladder,Utama
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17651,Biliary Tract Disorders,K82.4,Cholesterolosis of gallbladder,Utama
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17651,Biliary Tract Disorders,K82.8,Other specified diseases of gallbladder,Utama
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17651,Biliary Tract Disorders,K82.9,"Disease of gallbladder, unspecified",Utama
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17651,Biliary Tract Disorders,K83.0,Cholangitis,Utama
Kelompok Layanan Pencernaan dan Hepatobiliar,ICD 10,17651,Biliary Tract Disorders,K83.1,Obstruction of bile duct,Utama
